geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Aufkl. 1;Gew. Paket 1;FLOH_Druck;Aufkl. 2;Aufkl. 3;Gew. Paket 2;Gew. Paket 3;Gesamtgewicht;Verketten
3503;07223700;1400;Blumenhaus;Schüssler;Dieter;Moltkestr. 8;84453;Mühldorf;0194;1;Pak 1/2;26,7;0194-Pak 1/2;Pak 2/2;;5,3;;32;0194-Pak 1/2
3503;07223700;1400;Blumenhaus;Schüssler;Dieter;Moltkestr. 8;84453;Mühldorf;0194;1;Pak 2/2;5,3;0194-Pak 2/2;;;;;;0194-Pak 2/2
3988;08605100;1400;Blumenhaus;Gärtnerei Hönbach GmbH;;Neustadter Str. 110;96515;Sonneberg;0195;1;Pak 1/2;26,7;0195-Pak 1/2;Pak 2/2;;5,3;;32;0195-Pak 1/2
3988;08605100;1400;Blumenhaus;Gärtnerei Hönbach GmbH;;Neustadter Str. 110;96515;Sonneberg;0195;1;Pak 2/2;5,3;0195-Pak 2/2;;;;;;0195-Pak 2/2
1253;02192800;1400;Blumenhaus;Blumen Carl,;Inh. Erika Carl;Würzburger Str. 8;97828;Marktheidenfeld;0196;1;Pak 1/2;26,7;0196-Pak 1/2;Pak 2/2;;5,3;;32;0196-Pak 1/2
1253;02192800;1400;Blumenhaus;Blumen Carl,;Inh. Erika Carl;Würzburger Str. 8;97828;Marktheidenfeld;0196;1;Pak 2/2;5,3;0196-Pak 2/2;;;;;;0196-Pak 2/2
3785;08095500;1400;Blumenhaus;Heymann,;Udo;Berliner Str. 9;98617;Meiningen;0197;1;Pak 1/2;26,7;0197-Pak 1/2;Pak 2/2;;5,3;;32;0197-Pak 1/2
3785;08095500;1400;Blumenhaus;Heymann,;Udo;Berliner Str. 9;98617;Meiningen;0197;1;Pak 2/2;5,3;0197-Pak 2/2;;;;;;0197-Pak 2/2
3968;08528800;1300;Blumenhaus;Krake,;Bärbel, Blumen-Eck;Hauptstr. 85;01587;Riesa;0198;1;Pak 1/2;26,7;0198-Pak 1/2;Pak 2/2;;3,1;;29,8;0198-Pak 1/2
3968;08528800;1300;Blumenhaus;Krake,;Bärbel, Blumen-Eck;Hauptstr. 85;01587;Riesa;0198;1;Pak 2/2;3,5;0198-Pak 2/2;;;;;;0198-Pak 2/2
3957;08484900;1300;Blumenhaus;Blumen Wöllner;FLORISTERIA GmbH;Coppistr. 57;04157;Leipzig;0199;1;Pak 1/2;26,7;0199-Pak 1/2;Pak 2/2;;3,1;;29,8;0199-Pak 1/2
3957;08484900;1300;Blumenhaus;Blumen Wöllner;FLORISTERIA GmbH;Coppistr. 57;04157;Leipzig;0199;1;Pak 2/2;3,5;0199-Pak 2/2;;;;;;0199-Pak 2/2
955;01682300;1300;Blumenhaus;Beyer,;Dietmar, Gärtnerei Beyer;Franzosenallee 12 a;04289;Leipzig;0200;1;Pak 1/2;26,7;0200-Pak 1/2;Pak 2/2;;3,1;;29,8;0200-Pak 1/2
955;01682300;1300;Blumenhaus;Beyer,;Dietmar, Gärtnerei Beyer;Franzosenallee 12 a;04289;Leipzig;0200;1;Pak 2/2;3,5;0200-Pak 2/2;;;;;;0200-Pak 2/2
660;01191600;1300;Blumenhaus;Theuerkorn,;Julia, Achillea dein Blumenladen;Leipziger Chaussee 147;06112;Halle;0201;1;Pak 1/2;26,7;0201-Pak 1/2;Pak 2/2;;3,1;;29,8;0201-Pak 1/2
660;01191600;1300;Blumenhaus;Theuerkorn,;Julia, Achillea dein Blumenladen;Leipziger Chaussee 147;06112;Halle;0201;1;Pak 2/2;3,5;0201-Pak 2/2;;;;;;0201-Pak 2/2
5221;22440000;1300;Blumenhaus;Ilgner,;Ingrid;Dr.-Wilhelm-Külz-Str. 16;06249;Mücheln;0202;1;Pak 1/2;26,7;0202-Pak 1/2;Pak 2/2;;3,1;;29,8;0202-Pak 1/2
5221;22440000;1300;Blumenhaus;Ilgner,;Ingrid;Dr.-Wilhelm-Külz-Str. 16;06249;Mücheln;0202;1;Pak 2/2;3,5;0202-Pak 2/2;;;;;;0202-Pak 2/2
4017;08682000;1300;Blumenhaus;Fandrich,;Sandra, Blumen Pitzschler;Steinsgraben 30;06712;Zeitz;0203;1;Pak 1/2;26,7;0203-Pak 1/2;Pak 2/2;;3,1;;29,8;0203-Pak 1/2
4017;08682000;1300;Blumenhaus;Fandrich,;Sandra, Blumen Pitzschler;Steinsgraben 30;06712;Zeitz;0203;1;Pak 2/2;3,5;0203-Pak 2/2;;;;;;0203-Pak 2/2
3825;08193500;1300;Blumenhaus;Richter,;Andreas, Gartenfachmarkt Richter;Weststr. 98;09116;Chemnitz;0204;1;Pak 1/2;26,7;0204-Pak 1/2;Pak 2/2;;3,1;;29,8;0204-Pak 1/2
3825;08193500;1300;Blumenhaus;Richter,;Andreas, Gartenfachmarkt Richter;Weststr. 98;09116;Chemnitz;0204;1;Pak 2/2;3,5;0204-Pak 2/2;;;;;;0204-Pak 2/2
627;01150400;1300;Blumenhaus;Ring,;Gerd, Im Ring-Center;Frankfurter Allee 111;10247;Berlin;0205;1;Pak 1/2;26,7;0205-Pak 1/2;Pak 2/2;;3,1;;29,8;0205-Pak 1/2
627;01150400;1300;Blumenhaus;Ring,;Gerd, Im Ring-Center;Frankfurter Allee 111;10247;Berlin;0205;1;Pak 2/2;3,5;0205-Pak 2/2;;;;;;0205-Pak 2/2
1977;03569500;1300;Blumenhaus;Heide,;Nicole, Blumenfachgeschäft;Kottbusser Damm 12;10967;Berlin;0206;1;Pak 1/2;26,7;0206-Pak 1/2;Pak 2/2;;3,1;;29,8;0206-Pak 1/2
1977;03569500;1300;Blumenhaus;Heide,;Nicole, Blumenfachgeschäft;Kottbusser Damm 12;10967;Berlin;0206;1;Pak 2/2;3,5;0206-Pak 2/2;;;;;;0206-Pak 2/2
3;00005600;1300;Blumenhaus;Blumen-Griesbeck;Inh. Robert Griesbeck;Buckower Damm 211;12349;Berlin;0207;1;Pak 1/2;26,7;0207-Pak 1/2;Pak 2/2;;3,1;;29,8;0207-Pak 1/2
3;00005600;1300;Blumenhaus;Blumen-Griesbeck;Inh. Robert Griesbeck;Buckower Damm 211;12349;Berlin;0207;1;Pak 2/2;3,5;0207-Pak 2/2;;;;;;0207-Pak 2/2
5302;24179600;1300;Blumenhaus;Sprechert,;Gabriele, Sonnenblumenwerkstatt;Mädewalder Weg 49;12621;Berlin;0208;1;Pak 1/2;26,7;0208-Pak 1/2;Pak 2/2;;3,1;;29,8;0208-Pak 1/2
5302;24179600;1300;Blumenhaus;Sprechert,;Gabriele, Sonnenblumenwerkstatt;Mädewalder Weg 49;12621;Berlin;0208;1;Pak 2/2;3,5;0208-Pak 2/2;;;;;;0208-Pak 2/2
4303;09297200;1300;Blumenhaus;Borcherdt,;Rainer, Der Rosenkavalier;Ernststr 74;13509;Berlin;0209;1;Pak 1/2;26,7;0209-Pak 1/2;Pak 2/2;;3,1;;29,8;0209-Pak 1/2
4303;09297200;1300;Blumenhaus;Borcherdt,;Rainer, Der Rosenkavalier;Ernststr 74;13509;Berlin;0209;1;Pak 2/2;3,5;0209-Pak 2/2;;;;;;0209-Pak 2/2
4626;11433200;1300;Blumenhaus;Petras,;Wolfgang;Brunsbütteler Damm 271;13591;Berlin;0210;1;Pak 1/2;26,7;0210-Pak 1/2;Pak 2/2;;3,1;;29,8;0210-Pak 1/2
4626;11433200;1300;Blumenhaus;Petras,;Wolfgang;Brunsbütteler Damm 271;13591;Berlin;0210;1;Pak 2/2;3,5;0210-Pak 2/2;;;;;;0210-Pak 2/2
542;00989500;1300;Blumenhaus;Florian-Blumen am Breitenbachpl.;Inh. Michael Schröter;Schorlemerallee 3;14195;Berlin;0211;1;Pak 1/2;26,7;0211-Pak 1/2;Pak 2/2;;3,1;;29,8;0211-Pak 1/2
542;00989500;1300;Blumenhaus;Florian-Blumen am Breitenbachpl.;Inh. Michael Schröter;Schorlemerallee 3;14195;Berlin;0211;1;Pak 2/2;3,5;0211-Pak 2/2;;;;;;0211-Pak 2/2
4247;09184400;1300;Blumenhaus;Bartsch-Seidel,;Jutta, Florales;Schulstr. 16;15366;Neuenhagen;0212;1;Pak 1/2;26,7;0212-Pak 1/2;Pak 2/2;;3,1;;29,8;0212-Pak 1/2
4247;09184400;1300;Blumenhaus;Bartsch-Seidel,;Jutta, Florales;Schulstr. 16;15366;Neuenhagen;0212;1;Pak 2/2;3,5;0212-Pak 2/2;;;;;;0212-Pak 2/2
4307;09304600;1300;Blumenhaus;Guhl,;Andreas und Petra Fiedler;Rostocker Heide 1;18055;Rostock;0213;1;Pak 1/2;26,7;0213-Pak 1/2;Pak 2/2;;3,1;;29,8;0213-Pak 1/2
4307;09304600;1300;Blumenhaus;Guhl,;Andreas und Petra Fiedler;Rostocker Heide 1;18055;Rostock;0213;1;Pak 2/2;3,5;0213-Pak 2/2;;;;;;0213-Pak 2/2
76;00131600;1300;Blumenhaus;Griem;Ralph und Maik, Blumenhof Griem;Seidelstr. 6;18273;Güstrow;0214;1;Pak 1/2;26,7;0214-Pak 1/2;Pak 2/2;;3,1;;29,8;0214-Pak 1/2
76;00131600;1300;Blumenhaus;Griem;Ralph und Maik, Blumenhof Griem;Seidelstr. 6;18273;Güstrow;0214;1;Pak 2/2;3,5;0214-Pak 2/2;;;;;;0214-Pak 2/2
3093;06025400;1300;Blumenhaus;Weese,;Hans-Jürgen, Blumen Weese;Ilmer Weg 30;21423;Winsen;0215;1;Pak 1/2;26,7;0215-Pak 1/2;Pak 2/2;;3,1;;29,8;0215-Pak 1/2
3093;06025400;1300;Blumenhaus;Weese,;Hans-Jürgen, Blumen Weese;Ilmer Weg 30;21423;Winsen;0215;1;Pak 2/2;3,5;0215-Pak 2/2;;;;;;0215-Pak 2/2
88;00157500;1300;Blumenhaus;Atelier Blumen Arno Schmidt,;Nachf. Hans Petersen;Waitzstr. 14;22607;Hamburg;0216;1;Pak 1/2;26,7;0216-Pak 1/2;Pak 2/2;;3,1;;29,8;0216-Pak 1/2
88;00157500;1300;Blumenhaus;Atelier Blumen Arno Schmidt,;Nachf. Hans Petersen;Waitzstr. 14;22607;Hamburg;0216;1;Pak 2/2;3,5;0216-Pak 2/2;;;;;;0216-Pak 2/2
2125;03884100;1300;Blumenhaus;Gnirke,;Anke-Marita;Krähenstr. 34;23552;Lübeck;0217;1;Pak 1/2;26,7;0217-Pak 1/2;Pak 2/2;;3,1;;29,8;0217-Pak 1/2
2125;03884100;1300;Blumenhaus;Gnirke,;Anke-Marita;Krähenstr. 34;23552;Lübeck;0217;1;Pak 2/2;3,5;0217-Pak 2/2;;;;;;0217-Pak 2/2
47;00084900;1300;Blumenhaus;Göllner,;Heinrich;Talrainweg 9;34225;Baunatal;0218;1;Pak 1/2;26,7;0218-Pak 1/2;Pak 2/2;;3,1;;29,8;0218-Pak 1/2
47;00084900;1300;Blumenhaus;Göllner,;Heinrich;Talrainweg 9;34225;Baunatal;0218;1;Pak 2/2;3,5;0218-Pak 2/2;;;;;;0218-Pak 2/2
487;00890100;1300;Blumenhaus;Röckrath,;Klaus;Tersteegenstr. 4;40474;Düsseldorf;0219;1;Pak 1/2;26,7;0219-Pak 1/2;Pak 2/2;;3,1;;29,8;0219-Pak 1/2
487;00890100;1300;Blumenhaus;Röckrath,;Klaus;Tersteegenstr. 4;40474;Düsseldorf;0219;1;Pak 2/2;3,5;0219-Pak 2/2;;;;;;0219-Pak 2/2
3720;07829400;1300;Blumenhaus;Alleeblumen Theresia Fechter;;Friedrich-Engels-Allee 296;42285;Wuppertal;0220;1;Pak 1/2;26,7;0220-Pak 1/2;Pak 2/2;;3,1;;29,8;0220-Pak 1/2
3720;07829400;1300;Blumenhaus;Alleeblumen Theresia Fechter;;Friedrich-Engels-Allee 296;42285;Wuppertal;0220;1;Pak 2/2;3,5;0220-Pak 2/2;;;;;;0220-Pak 2/2
4683;11621300;1300;Blumenhaus;Graue;Christoph, Blumeneck;Oststr. 180;47057;Duisburg;0221;1;Pak 1/2;26,7;0221-Pak 1/2;Pak 2/2;;3,1;;29,8;0221-Pak 1/2
4683;11621300;1300;Blumenhaus;Graue;Christoph, Blumeneck;Oststr. 180;47057;Duisburg;0221;1;Pak 2/2;3,5;0221-Pak 2/2;;;;;;0221-Pak 2/2
605;01108800;1300;Blumenhaus;Müller,;Henriette;Breite Str. 6;50226;Frechen;0222;1;Pak 1/2;26,7;0222-Pak 1/2;Pak 2/2;;3,1;;29,8;0222-Pak 1/2
605;01108800;1300;Blumenhaus;Müller,;Henriette;Breite Str. 6;50226;Frechen;0222;1;Pak 2/2;3,5;0222-Pak 2/2;;;;;;0222-Pak 2/2
1081;01895300;1300;Blumenhaus;Fahrig,;Heiner;Deutzer Freiheit 76;50679;Köln;0223;1;Pak 1/2;26,7;0223-Pak 1/2;Pak 2/2;;3,1;;29,8;0223-Pak 1/2
1081;01895300;1300;Blumenhaus;Fahrig,;Heiner;Deutzer Freiheit 76;50679;Köln;0223;1;Pak 2/2;3,5;0223-Pak 2/2;;;;;;0223-Pak 2/2
1971;03557000;1300;Blumenhaus;Baum,;Jens und Tobias, Blumen Baum;Berrenrather Str. 204;50937;Köln;0224;1;Pak 1/2;26,7;0224-Pak 1/2;Pak 2/2;;3,1;;29,8;0224-Pak 1/2
1971;03557000;1300;Blumenhaus;Baum,;Jens und Tobias, Blumen Baum;Berrenrather Str. 204;50937;Köln;0224;1;Pak 2/2;3,5;0224-Pak 2/2;;;;;;0224-Pak 2/2
2858;05373000;1300;Blumenhaus;Friedhofsgärtnerei-Blumen;Nicolaye GmbH, Floristikwerkstatt;Vaalser Str. 334;52074;Aachen;0225;1;Pak 1/2;26,7;0225-Pak 1/2;Pak 2/2;;3,1;;29,8;0225-Pak 1/2
2858;05373000;1300;Blumenhaus;Friedhofsgärtnerei-Blumen;Nicolaye GmbH, Floristikwerkstatt;Vaalser Str. 334;52074;Aachen;0225;1;Pak 2/2;3,5;0225-Pak 2/2;;;;;;0225-Pak 2/2
1243;02175500;1300;Blumenhaus;Heinzen,;Michael, Blumenhaus Heinzen;Sehler Anlagen 3;56812;Cochem;0226;1;Pak 1/2;26,7;0226-Pak 1/2;Pak 2/2;;3,1;;29,8;0226-Pak 1/2
1243;02175500;1300;Blumenhaus;Heinzen,;Michael, Blumenhaus Heinzen;Sehler Anlagen 3;56812;Cochem;0226;1;Pak 2/2;3,5;0226-Pak 2/2;;;;;;0226-Pak 2/2
624;01142300;1300;Blumenhaus;Blumen-Ursprung,;Christoph Ursprung e.K.;Oederweg 77;60318;Frankfurt;0227;1;Pak 1/2;26,7;0227-Pak 1/2;Pak 2/2;;3,1;;29,8;0227-Pak 1/2
624;01142300;1300;Blumenhaus;Blumen-Ursprung,;Christoph Ursprung e.K.;Oederweg 77;60318;Frankfurt;0227;1;Pak 2/2;3,5;0227-Pak 2/2;;;;;;0227-Pak 2/2
789;01405100;1300;Blumenhaus;Schwarz,;Monika, Blüte mit Stil;Homburger Str. 96 b;61118;Bad Vilbel;0228;1;Pak 1/2;26,7;0228-Pak 1/2;Pak 2/2;;3,1;;29,8;0228-Pak 1/2
789;01405100;1300;Blumenhaus;Schwarz,;Monika, Blüte mit Stil;Homburger Str. 96 b;61118;Bad Vilbel;0228;1;Pak 2/2;3,5;0228-Pak 2/2;;;;;;0228-Pak 2/2
1061;01868800;1300;Blumenhaus;Böhning,;Frank, Blumen Böhning;Hauptstr. 1;61462;Königstein;0229;1;Pak 1/2;26,7;0229-Pak 1/2;Pak 2/2;;3,1;;29,8;0229-Pak 1/2
1061;01868800;1300;Blumenhaus;Böhning,;Frank, Blumen Böhning;Hauptstr. 1;61462;Königstein;0229;1;Pak 2/2;3,5;0229-Pak 2/2;;;;;;0229-Pak 2/2
463;00845600;1300;Blumenhaus;Hoffmann,;Heike;Hauptstr. 52;65719;Hofheim;0230;1;Pak 1/2;26,7;0230-Pak 1/2;Pak 2/2;;3,1;;29,8;0230-Pak 1/2
463;00845600;1300;Blumenhaus;Hoffmann,;Heike;Hauptstr. 52;65719;Hofheim;0230;1;Pak 2/2;3,5;0230-Pak 2/2;;;;;;0230-Pak 2/2
3594;07445800;1300;Blumenhaus;Rieß-Leidel,;Manuela;Einöder Str. 11-13;66424;Homburg;0231;1;Pak 1/2;26,7;0231-Pak 1/2;Pak 2/2;;3,1;;29,8;0231-Pak 1/2
3594;07445800;1300;Blumenhaus;Rieß-Leidel,;Manuela;Einöder Str. 11-13;66424;Homburg;0231;1;Pak 2/2;3,5;0231-Pak 2/2;;;;;;0231-Pak 2/2
1127;01973700;1300;Blumenhaus;Dilger,;Gerhard L., Blumenhaus Dilger;Gebersheimer Str. 111;71229;Leonberg;0232;1;Pak 1/2;26,7;0232-Pak 1/2;Pak 2/2;;3,1;;29,8;0232-Pak 1/2
1127;01973700;1300;Blumenhaus;Dilger,;Gerhard L., Blumenhaus Dilger;Gebersheimer Str. 111;71229;Leonberg;0232;1;Pak 2/2;3,5;0232-Pak 2/2;;;;;;0232-Pak 2/2
4936;12482700;1300;Blumenhaus;ALRAUNE Gartenbau u. Blumen,;Hans-Jürgen Reutter;Dresdner Platz 2;72760;Reutlingen;0233;1;Pak 1/2;26,7;0233-Pak 1/2;Pak 2/2;;3,1;;29,8;0233-Pak 1/2
4936;12482700;1300;Blumenhaus;ALRAUNE Gartenbau u. Blumen,;Hans-Jürgen Reutter;Dresdner Platz 2;72760;Reutlingen;0233;1;Pak 2/2;3,5;0233-Pak 2/2;;;;;;0233-Pak 2/2
884;01577300;1300;Blumenhaus;Blumenhaus Kramer,;Inh. Klaus Götz;Allee 23;74072;Heilbronn;0234;1;Pak 1/2;26,7;0234-Pak 1/2;Pak 2/2;;3,1;;29,8;0234-Pak 1/2
884;01577300;1300;Blumenhaus;Blumenhaus Kramer,;Inh. Klaus Götz;Allee 23;74072;Heilbronn;0234;1;Pak 2/2;3,5;0234-Pak 2/2;;;;;;0234-Pak 2/2
2170;03958900;1300;Blumenhaus;Mayer,;Heinz;Bahnhofsplatz 1;74321;Bietigheim-Bissingen;0235;1;Pak 1/2;26,7;0235-Pak 1/2;Pak 2/2;;3,1;;29,8;0235-Pak 1/2
2170;03958900;1300;Blumenhaus;Mayer,;Heinz;Bahnhofsplatz 1;74321;Bietigheim-Bissingen;0235;1;Pak 2/2;3,5;0235-Pak 2/2;;;;;;0235-Pak 2/2
1479;02563800;1300;Blumenhaus;Gaisberg,;Dorothea von, Blumen am Sedanplatz;Dillsteinerstr. 10;75173;Pforzheim;0236;1;Pak 1/2;26,7;0236-Pak 1/2;Pak 2/2;;3,1;;29,8;0236-Pak 1/2
1479;02563800;1300;Blumenhaus;Gaisberg,;Dorothea von, Blumen am Sedanplatz;Dillsteinerstr. 10;75173;Pforzheim;0236;1;Pak 2/2;3,5;0236-Pak 2/2;;;;;;0236-Pak 2/2
1622;02830200;1300;Blumenhaus;Blumenhaus + Gärtnerei M. Müller e.Kfm.;Inh. Uwe Müller;Erzbergerstr. 21;78054;Villingen-Schwenningen;0237;1;Pak 1/2;26,7;0237-Pak 1/2;Pak 2/2;;3,1;;29,8;0237-Pak 1/2
1622;02830200;1300;Blumenhaus;Blumenhaus + Gärtnerei M. Müller e.Kfm.;Inh. Uwe Müller;Erzbergerstr. 21;78054;Villingen-Schwenningen;0237;1;Pak 2/2;3,5;0237-Pak 2/2;;;;;;0237-Pak 2/2
1186;02073100;1300;Blumenhaus;Blumen- und Gartencenter Schmitt OHG;;Brombacher Str. 50;79539;Lörrach;0238;1;Pak 1/2;26,7;0238-Pak 1/2;Pak 2/2;;3,1;;29,8;0238-Pak 1/2
1186;02073100;1300;Blumenhaus;Blumen- und Gartencenter Schmitt OHG;;Brombacher Str. 50;79539;Lörrach;0238;1;Pak 2/2;3,5;0238-Pak 2/2;;;;;;0238-Pak 2/2
3550;07343400;1300;Blumenhaus;Angistalis,;Konstantinos, Florian's Blumenpavillon;Kufsteiner Platz 5;81679;München;0239;1;Pak 1/2;26,7;0239-Pak 1/2;Pak 2/2;;3,1;;29,8;0239-Pak 1/2
3550;07343400;1300;Blumenhaus;Angistalis,;Konstantinos, Florian's Blumenpavillon;Kufsteiner Platz 5;81679;München;0239;1;Pak 2/2;3,5;0239-Pak 2/2;;;;;;0239-Pak 2/2
2289;04195300;1300;Blumenhaus;Pelz,;Wolfgang;Bogenstr. 2;82166;Gräfelfing;0240;1;Pak 1/2;26,7;0240-Pak 1/2;Pak 2/2;;3,1;;29,8;0240-Pak 1/2
2289;04195300;1300;Blumenhaus;Pelz,;Wolfgang;Bogenstr. 2;82166;Gräfelfing;0240;1;Pak 2/2;3,5;0240-Pak 2/2;;;;;;0240-Pak 2/2
1712;03038600;1300;Blumenhaus;Blumen Marile Mereis e.K.;;Adrian-Stoop-Str. 8;83707;Bad Wiessee;0241;1;Pak 1/2;26,7;0241-Pak 1/2;Pak 2/2;;3,1;;29,8;0241-Pak 1/2
1712;03038600;1300;Blumenhaus;Blumen Marile Mereis e.K.;;Adrian-Stoop-Str. 8;83707;Bad Wiessee;0241;1;Pak 2/2;3,5;0241-Pak 2/2;;;;;;0241-Pak 2/2
1232;02152700;1300;Blumenhaus;Blumen Schlegel - Floristik e.K.;Inh. Andrea Schlegel-Keller;Talweg 7;86154;Augsburg;0242;1;Pak 1/2;26,7;0242-Pak 1/2;Pak 2/2;;3,1;;29,8;0242-Pak 1/2
1232;02152700;1300;Blumenhaus;Blumen Schlegel - Floristik e.K.;Inh. Andrea Schlegel-Keller;Talweg 7;86154;Augsburg;0242;1;Pak 2/2;3,5;0242-Pak 2/2;;;;;;0242-Pak 2/2
1023;01802500;1300;Blumenhaus;Blumen Florian Hiedl e.K.;;Gottesackerweg 1;87439;Kempten;0243;1;Pak 1/2;26,7;0243-Pak 1/2;Pak 2/2;;3,1;;29,8;0243-Pak 1/2
1023;01802500;1300;Blumenhaus;Blumen Florian Hiedl e.K.;;Gottesackerweg 1;87439;Kempten;0243;1;Pak 2/2;3,5;0243-Pak 2/2;;;;;;0243-Pak 2/2
1575;02748100;1300;Blumenhaus;Ott,;Monika, Blumen Arkade;Alter Postplatz 1;88400;Biberach;0244;1;Pak 1/2;26,7;0244-Pak 1/2;Pak 2/2;;3,1;;29,8;0244-Pak 1/2
1575;02748100;1300;Blumenhaus;Ott,;Monika, Blumen Arkade;Alter Postplatz 1;88400;Biberach;0244;1;Pak 2/2;3,5;0244-Pak 2/2;;;;;;0244-Pak 2/2
1402;02435001;1300;Blumenhaus;Blumen Kuhn Floraldesign GmbH;beim Klinikum;Kirchenweg 36;90419;Nürnberg;0245;1;Pak 1/2;26,7;0245-Pak 1/2;Pak 2/2;;3,1;;29,8;0245-Pak 1/2
1402;02435001;1300;Blumenhaus;Blumen Kuhn Floraldesign GmbH;beim Klinikum;Kirchenweg 36;90419;Nürnberg;0245;1;Pak 2/2;3,5;0245-Pak 2/2;;;;;;0245-Pak 2/2
1271;02220900;1300;Blumenhaus;Ehrenfried,;Diana, vorm. Donauer;Poststr. 1/1;97980;Bad Mergentheim;0246;1;Pak 1/2;26,7;0246-Pak 1/2;Pak 2/2;;3,1;;29,8;0246-Pak 1/2
1271;02220900;1300;Blumenhaus;Ehrenfried,;Diana, vorm. Donauer;Poststr. 1/1;97980;Bad Mergentheim;0246;1;Pak 2/2;3,5;0246-Pak 2/2;;;;;;0246-Pak 2/2
4014;08671600;1300;Blumenhaus;A & A Blumen Heyn;Inh. Walter Heyn;Neumarkt 10;99867;Gotha;0247;1;Pak 1/2;26,7;0247-Pak 1/2;Pak 2/2;;3,1;;29,8;0247-Pak 1/2
4014;08671600;1300;Blumenhaus;A & A Blumen Heyn;Inh. Walter Heyn;Neumarkt 10;99867;Gotha;0247;1;Pak 2/2;3,5;0247-Pak 2/2;;;;;;0247-Pak 2/2
5300;24075500;1200;Blumenhaus;Nietzold,;Andy und Peggy Faust GbR, Gärtnerei Nietzold;Dresdner Str. 170;01705;Freital;0248;1;Pak 1/2;26,7;0248-Pak 1/2;Pak 2/2;;1;;27,7;0248-Pak 1/2
5300;24075500;1200;Blumenhaus;Nietzold,;Andy und Peggy Faust GbR, Gärtnerei Nietzold;Dresdner Str. 170;01705;Freital;0248;1;Pak 2/2;1;0248-Pak 2/2;;;;;;0248-Pak 2/2
845;01496700;1200;Blumenhaus;Eckert,;Manuela, Manuela's Blumenparadies;Reichenstr. 31;02625;Bautzen;0249;1;Pak 1/2;26,7;0249-Pak 1/2;Pak 2/2;;1;;27,7;0249-Pak 1/2
845;01496700;1200;Blumenhaus;Eckert,;Manuela, Manuela's Blumenparadies;Reichenstr. 31;02625;Bautzen;0249;1;Pak 2/2;1;0249-Pak 2/2;;;;;;0249-Pak 2/2
4078;08834200;1200;Blumenhaus;Klingler,;Uwe, Blumen-Boutique Bobbau;Ackerstr. 38;06766;Wolfen;0250;1;Pak 1/2;26,7;0250-Pak 1/2;Pak 2/2;;1;;27,7;0250-Pak 1/2
4078;08834200;1200;Blumenhaus;Klingler,;Uwe, Blumen-Boutique Bobbau;Ackerstr. 38;06766;Wolfen;0250;1;Pak 2/2;1;0250-Pak 2/2;;;;;;0250-Pak 2/2
3974;08545000;1200;Blumenhaus;Saale-Flora Zierpflanzenhandel;Erich Kellner;Markt 11;07318;Saalfeld;0251;1;Pak 1/2;26,7;0251-Pak 1/2;Pak 2/2;;1;;27,7;0251-Pak 1/2
3974;08545000;1200;Blumenhaus;Saale-Flora Zierpflanzenhandel;Erich Kellner;Markt 11;07318;Saalfeld;0251;1;Pak 2/2;1;0251-Pak 2/2;;;;;;0251-Pak 2/2
1079;01893100;1200;Blumenhaus;Sip,;Victoria, Floristik;Leipziger Str. 58;10117;Berlin;0252;1;Pak 1/2;26,7;0252-Pak 1/2;Pak 2/2;;1;;27,7;0252-Pak 1/2
1079;01893100;1200;Blumenhaus;Sip,;Victoria, Floristik;Leipziger Str. 58;10117;Berlin;0252;1;Pak 2/2;1;0252-Pak 2/2;;;;;;0252-Pak 2/2
155;00277000;1200;Blumenhaus;Blumentruhe;Inh. Antje Grüneberg;Leonorenstr. 30;12247;Berlin;0253;1;Pak 1/2;26,7;0253-Pak 1/2;Pak 2/2;;1;;27,7;0253-Pak 1/2
155;00277000;1200;Blumenhaus;Blumentruhe;Inh. Antje Grüneberg;Leonorenstr. 30;12247;Berlin;0253;1;Pak 2/2;1;0253-Pak 2/2;;;;;;0253-Pak 2/2
5276;23108500;1200;Blumenhaus;Belser,;Nikolaus, Blumenstudio und Team;Helene-Weigel-Platz 13-14;12681;Berlin;0254;1;Pak 1/2;26,7;0254-Pak 1/2;Pak 2/2;;1;;27,7;0254-Pak 1/2
5276;23108500;1200;Blumenhaus;Belser,;Nikolaus, Blumenstudio und Team;Helene-Weigel-Platz 13-14;12681;Berlin;0254;1;Pak 2/2;1;0254-Pak 2/2;;;;;;0254-Pak 2/2
3060;05944400;1200;Blumenhaus;Blumen Korus;Inh. Christel Korus;Seegefelder Str. 62;13583;Berlin;0255;1;Pak 1/2;26,7;0255-Pak 1/2;Pak 2/2;;1;;27,7;0255-Pak 1/2
3060;05944400;1200;Blumenhaus;Blumen Korus;Inh. Christel Korus;Seegefelder Str. 62;13583;Berlin;0255;1;Pak 2/2;1;0255-Pak 2/2;;;;;;0255-Pak 2/2
1339;02336900;1200;Blumenhaus;Liebe,;Nicole, Das Blumenhaus;Hauptstr. 47;16547;Birkenwerder;0256;1;Pak 1/2;26,7;0256-Pak 1/2;Pak 2/2;;1;;27,7;0256-Pak 1/2
1339;02336900;1200;Blumenhaus;Liebe,;Nicole, Das Blumenhaus;Hauptstr. 47;16547;Birkenwerder;0256;1;Pak 2/2;1;0256-Pak 2/2;;;;;;0256-Pak 2/2
